---------------------------  data, labels -------------------------
['1310' '654' '265' '429']1
['1084' '1213' '1492' '215']0
['1310' '28' '134' '1923']1
['1379' '843' '106' '162']1
['1819' '722' '406' '1702']1
['1095' '2263' '265' '80']1
['341' '1140' '129' '1846']1
['1245' '2273' '299' '334']1
['679' '2204' '375' '1235']0
['1984' '728' '268' '1846']1
['1783' '2394' '1092' '1846']0
['1125' '2167' '129' '1614']1
['501' '1096' '896' '1702']1
['713' '2012' '51' '946']1
['1075' '486' '257' '908']1
['1783' '1069' '1731' '1007']0
['114' '1867' '1063' '109']0
['1784' '676' '39' '1718']1
['106' '726' '129' '783']1
['1580' '440' '447' '278']0
['1758' '1839' '39' '948']1
['1093' '1290' '6' '109']1
['287' '502' '147' '798']1
['1723' '2268' '240' '52']1
['1779' '1691' '271' '1864']1
['1843' '931' '240' '903']1
['1310' '412' '196' '1702']1
['1115' '1097' '134' '1902']1
['1801' '2324' '502' '1710']1
['1784' '1143' '129' '561']1
['407' '1081' '1396' '1702']1
['287' '1252' '1396' '1702']1
['1311' '1212' '129' '1446']1
['1310' '1958' '309' '834']1
['881' '2131' '299' '1491']1
['1008' '1060' '265' '496']1
['1996' '1810' '257' '1787']1
['332' '11' '629' '809']0
['1996' '674' '85' '1056']1
['896' '1338' '106' '1891']1
['1382' '1466' '321' '1702']1
['314' '1713' '257' '1846']1
['287' '559' '45' '948']1
['1940' '168' '323' '1509']0
['252' '1988' '375' '1275']0
['741' '439' '39' '717']1
['1996' '949' '265' '1062']1
['668' '1982' '129' '813']1
['287' '1102' '298' '1157']1
['1955' '2252' '311' '539']1
['1994' '1891' '1688' '1702']0
['1095' '2318' '142' '743']1
['517' '174' '443' '1702']1
['233' '738' '1609' '569']0
['1937' '2068' '147' '757']1
['1929' '145' '141' '834']1
['784' '746' '264' '178']1
['1008' '1470' '129' '946']1
['283' '1839' '1801' '192']0
['946' '978' '265' '700']1
['1096' '1892' '155' '1702']1
['981' '1212' '406' '97']1
['1292' '2246' '322' '1009']1
['1310' '2396' '76' '948']1
['1623' '1043' '257' '809']1
['1966' '237' '373' '834']0
['1791' '1560' '7' '834']1
['1095' '209' '265' '1643']1
['1880' '1090' '1618' '1422']1
['1564' '393' '320' '167']1
['1784' '1619' '257' '809']1
['1929' '543' '1' '229']1
['1943' '814' '404' '1855']0
['741' '1530' '129' '809']1
['15' '286' '674' '148']0
['314' '1713' '257' '1846']1
['630' '2364' '323' '1345']0
['1008' '928' '106' '109']1
['1021' '895' '502' '834']1
['1310' '1561' '144' '1702']1
['1095' '426' '735' '1548']1
['351' '73' '267' '139']1
['1310' '28' '134' '1923']1
['1784' '1803' '265' '328']1
['1003' '2317' '268' '1846']1
['1906' '245' '375' '858']1
['1257' '1975' '139' '1473']1
['1784' '901' '106' '856']1
['205' '167' '122' '1767']1
['744' '1521' '16' '148']1
['785' '1128' '147' '1067']1
['1783' '1620' '129' '1749']1
['1784' '784' '16' '327']1
['407' '780' '129' '946']1
['800' '1965' '129' '825']1
['671' '453' '27' '1655']1
['1586' '1096' '1396' '26']1
['436' '1349' '265' '1221']1
['1733' '834' '134' '645']1
['1243' '926' '257' '1629']1
['308' '1212' '265' '1076']1
['810' '1492' '222' '213']1
['983' '1828' '1396' '97']1
['1414' '1883' '1396' '1702']1
['1784' '31' '265' '1100']1
['339' '2133' '1441' '205']1
['649' '109' '265' '1245']1
['470' '2396' '132' '192']1
['809' '597' '11' '52']1
['1310' '52' '98' '903']1
['1709' '629' '106' '619']1
['1784' '1619' '322' '1126']1
['797' '1015' '270' '52']1
['407' '2176' '319' '1707']1
['1807' '684' '1454' '1702']1
['1292' '1740' '375' '202']1
['498' '2326' '1747' '1157']0
['1783' '1099' '1497' '1639']0
['407' '1035' '240' '1718']1
['1784' '2070' '134' '646']1
['283' '1839' '1801' '192']0
['344' '241' '268' '946']1
['421' '1361' '257' '1542']1
['49' '1204' '129' '1302']1
['658' '142' '95' '109']1
['1784' '48' '142' '1702']1
['1600' '648' '119' '167']1
['1784' '1548' '21' '661']1
['1784' '125' '299' '1447']1
['1008' '1918' '147' '1846']1
['287' '1338' '305' '97']1
['179' '1315' '413' '856']0
['1784' '410' '322' '1470']1
['1006' '2127' '1188' '1023']0
['863' '2250' '242' '766']1
['1819' '641' '265' '1547']1
['359' '2173' '25' '95']0
['881' '219' '1008' '1846']0
['1784' '120' '139' '971']1
['937' '1338' '129' '1449']1
['336' '294' '322' '1774']1
['1433' '2173' '139' '1447']1
['1310' '570' '268' '946']1
['1408' '73' '129' '809']1
['824' '288' '1318' '202']0
['567' '2134' '267' '858']1
['907' '1339' '139' '1846']1
['1994' '1839' '906' '205']1
['827' '2127' '1008' '825']0
['1292' '872' '310' '1911']1
['1108' '420' '1009' '401']1
['1994' '1839' '906' '205']1
['1774' '2393' '604' '47']1
['1310' '1929' '375' '1709']1
['287' '2197' '303' '1702']1
['1874' '1214' '36' '692']1
['983' '1042' '443' '8']1
['1310' '946' '248' '1216']1
['400' '1197' '265' '605']1
['1310' '93' '286' '1093']1
['429' '1437' '60' '408']1
['415' '273' '39' '1175']1
['1784' '1599' '186' '874']1
['881' '1096' '129' '1839']1
['1615' '691' '96' '1702']1
['344' '1679' '147' '1473']1
['1150' '2145' '147' '946']1
['1758' '334' '906' '457']1
['983' '1828' '257' '294']1
['1785' '2033' '271' '1777']1
['117' '640' '1348' '810']0
['287' '1942' '141' '1916']1
['784' '746' '239' '874']1
['1319' '1573' '1188' '1252']0
['1310' '2324' '265' '1108']1
['784' '1491' '1755' '834']0
['1466' '2061' '65' '1854']1
['1784' '2020' '129' '809']1
['1799' '1265' '257' '1429']1
['908' '1045' '110' '1718']1
['1035' '650' '1178' '834']1
['287' '2358' '701' '1886']1
['1047' '2059' '518' '1846']0
['1319' '222' '147' '1067']1
['1792' '336' '41' '1702']1
['1784' '998' '129' '1446']1
['1090' '733' '322' '336']1
['1006' '2263' '129' '966']1
['1454' '1854' '39' '834']1
['474' '1504' '932' '461']1
['408' '359' '265' '1203']1
['1047' '1926' '502' '202']1
['1310' '781' '502' '52']1
['1292' '145' '375' '174']1
['131' '1209' '1643' '1068']0
['1192' '2325' '303' '538']1
['789' '1937' '139' '159']1
['1819' '722' '406' '1702']1
['450' '1330' '139' '672']1
['1929' '1541' '129' '1846']1
['775' '815' '257' '1639']1
['1799' '1265' '257' '1429']1
['1310' '97' '299' '827']1
['1784' '125' '299' '1447']1
['1562' '43' '36' '1876']1
['1966' '1197' '122' '1862']1
['1855' '1372' '906' '214']1
['1784' '1020' '267' '834']1
['344' '2128' '1769' '1875']0
['1466' '1112' '268' '946']1
['19' '2337' '139' '837']0
['1954' '603' '797' '903']0
['1889' '1525' '502' '834']1
['1310' '2128' '680' '1710']0
['1008' '1470' '129' '946']1
['287' '736' '174' '1292']1
['1319' '2355' '723' '1624']0
['590' '739' '268' '1846']1
['744' '1521' '604' '97']1
['1929' '2128' '521' '1168']0
['369' '2393' '311' '515']1
['1310' '1138' '129' '974']1
['1819' '1839' '139' '1846']1
['1784' '2379' '265' '684']1
['1047' '1926' '265' '1917']1
['1955' '1845' '147' '515']1
['441' '1333' '906' '457']1
['131' '1823' '1113' '1831']0
['131' '1823' '1113' '1831']0
['287' '760' '271' '1434']1
['219' '2393' '39' '1044']1
['988' '1491' '129' '1337']1
['386' '2335' '406' '1702']1
['473' '1660' '271' '1864']1
['1466' '2014' '265' '66']1
['124' '351' '1803' '1225']0
['1245' '1615' '1620' '903']0
['1310' '1278' '257' '1891']1
['1466' '224' '139' '1137']1
['386' '219' '265' '643']1
['1095' '2387' '272' '1396']1
['287' '1044' '1671' '1340']0
['334' '1699' '129' '946']1
['1163' '1566' '265' '1817']1
['1292' '1741' '141' '1916']1
['399' '1338' '299' '1715']1
['796' '1212' '129' '1491']1
['1221' '2376' '139' '538']1
['263' '1066' '828' '413']0
['950' '1422' '1550' '1469']1
['1784' '1950' '265' '1141']1
['1943' '1375' '321' '1718']1
['1794' '1214' '69' '1626']1
['124' '603' '1' '1480']1
['1784' '2379' '303' '335']1
['1188' '1773' '268' '1846']1
['1784' '954' '268' '1846']1
['1008' '1300' '265' '646']1
['1310' '1696' '268' '1846']1
['287' '947' '303' '515']1
['1008' '1299' '1610' '1901']1
['1008' '1694' '211' '487']1
['1784' '1854' '265' '1075']1
['633' '2097' '129' '1364']1
['407' '1492' '34' '849']1
['993' '2298' '16' '903']1
['1933' '1247' '129' '446']1
['1929' '822' '188' '1702']1
['1932' '2110' '23' '1176']1
['1221' '2376' '139' '538']1
['200' '114' '26' '834']1
['1784' '2039' '502' '1710']1
['848' '963' '265' '1056']1
['1067' '844' '211' '487']1
['1093' '652' '906' '457']1
['579' '584' '273' '405']1
['1784' '143' '129' '825']1
['123' '1096' '1396' '1702']1
['336' '1189' '267' '834']1
['1310' '1953' '147' '946']1
['1708' '2021' '182' '1537']1
['1784' '1021' '271' '831']1
['336' '795' '298' '1707']1
['1784' '446' '271' '1042']1
['1095' '1209' '1353' '717']0
['1310' '1467' '129' '1320']1
['155' '68' '1396' '1702']1
['1393' '43' '217' '809']1
['907' '1339' '139' '1846']1
['1783' '1405' '271' '831']1
['1150' '1968' '1651' '786']0
['1093' '2173' '1123' '948']0
['1784' '1360' '39' '1868']1
['1966' '1361' '906' '457']1
['1667' '1958' '244' '249']1
['1245' '1785' '129' '809']1
['1795' '1050' '139' '809']1
['1072' '1212' '147' '1846']1
['369' '2393' '139' '1491']1
['344' '2003' '265' '1261']1
['415' '428' '299' '831']1
['9' '2128' '1638' '1707']0
['1500' '1592' '267' '834']1
['407' '170' '1268' '1272']0
['124' '507' '139' '159']1
['1008' '1390' '190' '1299']1
['1819' '1839' '257' '1614']1
['1150' '1503' '129' '925']1
['1164' '212' '233' '1854']1
['896' '892' '39' '52']1
['1819' '2378' '273' '1891']1
['983' '302' '129' '809']1
['1055' '2324' '1441' '962']0
['287' '862' '257' '446']1
['1784' '2298' '170' '40']1
['1784' '2349' '1620' '1175']0
['1310' '1081' '16' '1718']1
['1784' '2191' '174' '738']1
['778' '2337' '1092' '1891']0
['293' '2145' '160' '1251']1
['1008' '2295' '267' '834']1
['1559' '1532' '41' '27']1
['359' '2173' '25' '95']0
['386' '219' '268' '1846']1
['1047' '110' '265' '171']1
['287' '2388' '265' '1292']1
['1008' '1046' '39' '1702']1
['1569' '2127' '1008' '946']0
['659' '1503' '77' '1212']1
['9' '1795' '322' '192']1
['1784' '1488' '502' '1207']1
['1784' '622' '129' '809']1
['415' '428' '299' '831']1
['436' '439' '188' '858']1
['1257' '332' '79' '1916']1
['1341' '1147' '251' '966']1
['341' '1140' '129' '1846']1
['1966' '1361' '322' '1470']1
['36' '35' '271' '1434']1
['1292' '833' '303' '515']1
['1029' '263' '129' '1005']1
['283' '1839' '1801' '192']0
['501' '68' '1008' '825']1
['1566' '739' '265' '1076']1
['344' '2128' '458' '16']0
['16' '36' '78' '202']1
['287' '1334' '186' '52']1
['1466' '697' '106' '1702']1
['1545' '354' '257' '1862']1
['287' '1847' '129' '1846']1
['637' '1387' '129' '1368']1
['1053' '840' '932' '188']1
['1324' '32' '64' '1846']1
['287' '1588' '502' '213']1
['1218' '1709' '39' '1702']1
['1994' '1362' '906' '205']1
['953' '1603' '1731' '1883']0
['1008' '879' '322' '1790']1
['1203' '1971' '126' '1126']1
['798' '1267' '39' '1702']1
['1961' '334' '129' '1037']1
['9' '2128' '912' '1473']0
['131' '2318' '653' '1891']0
['1784' '1808' '106' '948']1
['287' '502' '147' '798']1
['1293' '785' '134' '666']1
['1009' '2315' '202' '1718']1
['1996' '1671' '265' '843']1
['287' '1620' '304' '594']1
['1341' '215' '868' '67']0
['386' '43' '36' '202']1
['1784' '1810' '257' '730']1
['881' '2360' '139' '1171']1
['637' '1387' '129' '1368']1
['399' '745' '375' '157']1
['1008' '565' '502' '948']1
['1466' '385' '106' '870']1
['420' '1738' '1105' '233']0
['1149' '486' '219' '858']1
['789' '1937' '139' '159']1
['1943' '1073' '184' '148']1
['1783' '1069' '1731' '1007']0
['908' '1045' '110' '1718']1
['1008' '880' '267' '334']1
['1197' '414' '1723' '1661']0
['93' '170' '1073' '1741']0
['330' '934' '106' '40']1
['1030' '1096' '184' '202']1
['1319' '2088' '265' '1203']1
['946' '978' '265' '700']1
['465' '726' '267' '96']1
['1118' '1526' '163' '1524']1
['1122' '1000' '974' '1702']0
['937' '1451' '127' '1668']1
['1966' '1097' '15' '116']1
['1784' '323' '139' '1178']1
['1319' '386' '502' '1177']1
['1955' '1845' '147' '515']1
['1785' '472' '129' '1577']1
['1784' '2379' '265' '684']1
['1758' '334' '906' '457']1
['881' '1388' '147' '709']1
['1142' '433' '922' '646']1
['233' '1450' '1271' '1876']0
['1784' '2144' '261' '858']1
['731' '2090' '265' '1726']1
['415' '1162' '139' '863']1
['1972' '1823' '375' '472']0
['351' '73' '267' '139']1
['1004' '1094' '265' '855']1
['1855' '2330' '265' '216']1
['716' '2393' '1107' '1866']0
['1310' '1096' '269' '52']1
['1047' '1420' '357' '951']0
['407' '1869' '265' '1878']1
['1245' '2273' '299' '334']1
['704' '1164' '1626' '1396']0
['1626' '2173' '1438' '1157']0
['918' '1801' '502' '619']1
['1784' '1941' '1739' '831']1
['287' '1861' '147' '636']1
['344' '1973' '268' '1846']1
['379' '1745' '375' '1347']0
['1284' '145' '39' '1702']1
['1047' '728' '1501' '1359']0
['287' '760' '375' '1710']1
['344' '1973' '268' '1846']1
['88' '1814' '257' '1434']1
['703' '1751' '257' '1151']1
['287' '845' '141' '1854']1
['498' '2393' '1795' '1876']1
['519' '940' '1776' '109']0
['1335' '2324' '39' '52']1
['386' '104' '0' '76']1
['1168' '434' '264' '946']1
['1150' '2145' '147' '946']1
['1660' '712' '1800' '1557']1
['1310' '1278' '257' '1891']1
['1784' '967' '257' '1370']1
['344' '645' '147' '1124']1
['39' '237' '972' '798']0
['287' '1226' '932' '814']1
['232' '1851' '855' '1891']0
['1654' '1825' '375' '1742']0
['1150' '2127' '139' '159']1
['1996' '1555' '1396' '97']1
['9' '2128' '1638' '1707']0
['1781' '1107' '162' '52']1
['1093' '2145' '299' '1124']1
['1310' '680' '906' '1178']1
['1943' '975' '225' '1810']1
['947' '795' '299' '1863']1
['939' '319' '1610' '1403']1
['407' '637' '1381' '97']1
['1951' '1069' '1007' '1680']0
['1310' '145' '265' '80']1
['1981' '1214' '311' '539']1
['1855' '1397' '142' '1778']1
['1021' '895' '502' '834']1
['344' '1239' '191' '1726']1
['1008' '1908' '16' '1707']1
['287' '889' '12' '202']1
['317' '2153' '265' '80']1
['1250' '843' '268' '1846']1
['1113' '2127' '1749' '1272']0
['1972' '1823' '375' '472']0
['1784' '2191' '271' '306']1
['1281' '1744' '1396' '1702']1
['498' '2326' '1747' '1157']0
['1362' '1491' '1610' '1272']0
['1942' '2386' '265' '1565']1
['1847' '2141' '1609' '948']0
['1955' '1845' '147' '515']1
['1310' '1616' '129' '1434']1
['1310' '149' '139' '730']1
['1784' '1372' '32' '404']1
['1791' '1066' '1594' '109']0
['114' '2384' '1591' '1368']0
['498' '305' '1048' '834']0
['1008' '1908' '16' '1707']1
['288' '392' '305' '1710']1
['1937' '2068' '147' '757']1
['1008' '2272' '356' '1168']0
['1015' '1363' '271' '192']1
['973' '1128' '265' '1178']1
['1734' '170' '1285' '202']0
['287' '862' '257' '446']1
['171' '170' '837' '1168']0
['1150' '1398' '502' '1701']1
['287' '1926' '277' '1703']1
['1929' '2353' '240' '1709']1
['1292' '289' '300' '893']1
['131' '1358' '1745' '233']0
['109' '1779' '974' '852']0
['108' '94' '604' '8']1
['1310' '2150' '129' '966']1
['1784' '845' '974' '162']0
['634' '73' '1776' '970']0
['344' '1357' '375' '162']0
['287' '681' '183' '1846']1
['1784' '1086' '188' '1058']1
['1636' '243' '1502' '478']0
['1562' '43' '36' '682']1
['167' '1828' '257' '1891']0
['1819' '2393' '139' '1732']1
['344' '675' '265' '25']1
['1310' '2393' '139' '966']1
['1660' '2217' '39' '97']1
['1008' '1070' '188' '1702']1
['1345' '2150' '139' '1846']1
['1819' '1411' '257' '1846']1
['162' '2098' '1803' '289']0
['1095' '617' '271' '538']1
['1819' '691' '129' '1037']1
['1195' '645' '23' '1702']1
['986' '715' '265' '1106']1
['1791' '1362' '271' '1777']1
['1310' '2148' '1193' '670']0
['1257' '2298' '63' '1854']1
['1350' '823' '16' '81']1
['285' '1493' '906' '1434']0
['1095' '1209' '1610' '1820']0
['1996' '1671' '265' '843']1
['1310' '526' '1007' '1770']0
['124' '1362' '167' '1621']1
['287' '755' '251' '825']1
['878' '1361' '254' '96']1
['861' '2168' '1' '843']1
['1784' '2020' '129' '809']1
['1093' '1069' '122' '1429']1
['287' '760' '375' '1710']1
['881' '1096' '62' '97']1
['716' '2145' '139' '1846']1
['1015' '1363' '271' '192']1
['1491' '1070' '1776' '109']0
['1391' '343' '257' '977']1
['1776' '1397' '299' '1491']1
['1967' '288' '974' '722']0
['1943' '2394' '1739' '1027']1
['830' '314' '265' '54']1
['1994' '1362' '1748' '1916']0
['881' '42' '265' '1292']1
['480' '1950' '375' '234']1
['415' '230' '274' '1876']1
['287' '683' '139' '159']1
['1716' '2072' '147' '1037']1
['410' '845' '267' '1702']1
['287' '2358' '701' '1886']1
['233' '1614' '1007' '158']0
['1784' '1808' '106' '948']1
['1784' '139' '39' '1706']1
['1884' '1214' '41' '1702']1
['923' '1141' '126' '1556']1
['1096' '1442' '147' '1473']1
['287' '484' '973' '737']0
['593' '2067' '305' '1710']1
['285' '1861' '406' '1702']1
['381' '1705' '11' '1718']1
['1994' '1007' '257' '921']1
['1095' '2318' '142' '743']1
['1176' '1471' '158' '213']1
['936' '2173' '406' '97']1
['404' '1517' '16' '1718']1
['848' '963' '265' '1056']1
['1783' '2199' '286' '74']1
['1184' '1472' '322' '335']1
['114' '1332' '323' '1562']0
['1784' '1281' '268' '1846']1
['1784' '139' '257' '623']1
['1310' '977' '129' '946']1
['1310' '2324' '265' '1108']1
['93' '2128' '796' '1741']0
['233' '1719' '1552' '1713']0
['369' '2023' '139' '1911']1
['1491' '841' '12' '903']1
['1539' '228' '139' '335']1
['15' '239' '1007' '162']0
['1355' '589' '106' '1702']1
['1934' '1460' '257' '562']1
['449' '844' '134' '698']1
['177' '205' '267' '834']1
['1008' '1183' '268' '1846']1
['1115' '1125' '139' '1029']1
['1175' '2374' '134' '416']1
['1562' '43' '36' '167']1
['165' '78' '1352' '1400']0
['421' '1361' '257' '1542']1
['322' '592' '106' '1702']1
['1086' '1209' '147' '825']1
['595' '2173' '1610' '657']0
['381' '2393' '375' '834']1
['1798' '1751' '39' '1702']1
['1889' '1525' '502' '834']1
['956' '1499' '299' '831']1
['1784' '2191' '59' '27']1
['658' '142' '95' '1434']1
['1856' '2236' '39' '1782']1
['407' '2361' '1211' '619']0
['131' '1358' '433' '1178']0
['946' '1585' '271' '1085']1
['1047' '2128' '1772' '1168']0
['386' '219' '129' '446']1
['1784' '723' '129' '1446']1
['1466' '839' '265' '1202']1
['1093' '249' '139' '1911']1
['1257' '430' '1191' '1069']0
['1373' '1384' '265' '80']1
['1310' '902' '268' '946']1
['287' '1102' '298' '1157']1
['1791' '2103' '271' '538']1
['459' '316' '137' '335']1
['1784' '1037' '100' '1702']1
['314' '1361' '314' '1709']1
['343' '1123' '245' '1707']1
['283' '1839' '1609' '109']0
['287' '2344' '23' '1702']1
['1310' '93' '307' '858']1
['1292' '289' '300' '893']1
['266' '2356' '1801' '564']0
['1947' '78' '1345' '408']0
['1310' '873' '1609' '151']0
['1797' '1795' '39' '1866']1
['785' '2063' '21' '834']1
['789' '1937' '139' '159']1
['102' '1590' '202' '1288']1
['780' '1361' '1008' '1351']1
['164' '219' '1693' '1854']0
['283' '689' '1501' '1743']0
['1666' '1491' '1071' '1240']0
['637' '1387' '129' '1368']1
['1664' '1491' '1740' '1896']0
['1310' '28' '134' '1923']1
['1554' '2252' '129' '825']1
['914' '243' '591' '1743']0
['1310' '68' '187' '52']1
['1774' '2393' '604' '47']1
['108' '94' '604' '8']1
['1991' '2347' '1437' '1790']0
['1055' '2324' '1441' '962']0
['1184' '1526' '129' '1370']1
['679' '2204' '375' '1235']0
['1310' '2131' '46' '1916']1
['1959' '338' '129' '353']1
['1801' '2097' '106' '1702']1
['1929' '170' '1712' '1086']0
['233' '738' '1609' '1864']0
['1784' '2209' '267' '139']1
['337' '1372' '106' '1868']1
['1784' '1991' '23' '109']1
['407' '660' '322' '1447']1
['1996' '959' '312' '1916']1
['1996' '1671' '265' '843']1
['1093' '2173' '1123' '948']0
['1473' '739' '1610' '1619']0
['1954' '603' '797' '903']0
['1379' '843' '106' '162']1
['1249' '471' '270' '874']1
['344' '146' '1628' '834']0
['1514' '1212' '39' '1262']1
['93' '1069' '1731' '109']0
['1188' '1164' '79' '1251']1
['1335' '2324' '39' '52']1
['501' '68' '139' '253']1
['344' '1931' '122' '1400']1
['1310' '2294' '265' '1366']1
['287' '2322' '82' '1718']1
['1792' '336' '41' '1702']1
['1847' '2141' '1609' '948']0
['1023' '1503' '16' '948']1
['1006' '2127' '147' '946']1
['1946' '2326' '1747' '297']0
['1819' '170' '1411' '903']0
['1008' '546' '502' '834']1
['1784' '1191' '139' '336']1
['1243' '2126' '906' '1071']0
['1784' '2379' '299' '192']1
['1335' '1776' '129' '1434']1
['1784' '783' '265' '593']1
['838' '845' '265' '25']1
['1710' '1926' '1614' '213']1
['1503' '1164' '1610' '1033']0
['356' '846' '139' '543']1
['283' '1828' '139' '1846']0
['743' '807' '1008' '314']0
['1929' '1319' '502' '834']1
['1310' '145' '265' '80']1
['1996' '949' '265' '1062']1
['1993' '1083' '147' '1846']1
['1371' '444' '932' '1026']0
['369' '2023' '139' '1911']1
['1562' '73' '1309' '109']0
['109' '560' '267' '1702']1
['1292' '289' '300' '893']1
